exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
20091,平成21年度 第1回,9,single,道路運送車両法関係,,自動車の登録等に関する次の記述のうち、誤っているものはどれか。,,,,,,自動車（軽自動車、小型特殊自動車及び二輪の小型自動車を除く。）は、自動車登録ファイルに登録を受けたものでなければ、これを運行の用に供してはならない。,臨時運行の許可を受けた自動車を運行の用に供する場合には、臨時運行許可番号標及びこれに記載された番号を見やすいように表示し、かつ、臨時運行許可証を備え付けなければならない。この場合において、臨時運行の許可の有効期間は、法令で定める特別な場合を除き、5日をこえてはならない。,道路運送車両法に規定する自動車の種別は、自動車の大きさ及び構造並びに原動機の種類及び総排気量又は定格出力を基準として定められ、その別は大型自動車、普通自動車、小型自動車、軽自動車、大型特殊自動車、小型特殊自動車である。,登録自動車の所有者は、当該自動車の使用者が道路運送車両法の規定により自動車の使用の停止を命ぜられ、同法の規定により自動車検査証を返納したときは、遅滞なく、当該自動車登録番号標及び封印を取りはずし、自動車登録番号標について国土交通大臣の領置を受けなければならない。,,,,,3,FALSE,FALSE,,１．登録自動車は登録を受けなければ運行の用に供してはならない。２．臨時運行許可番号標等の表示・備付け、有効期間５日以内の記述は正しい。３．道路運送車両法上の自動車の種別に「大型自動車」は含まれないため誤りである。４．使用停止命令に伴う番号標・封印の取扱いに関する記述として正しい。,１．登録自動車は登録を受けなければ運行の用に供してはならない。２．臨時運行許可番号標等の表示・備付け、有効期間５日以内の記述は正しい。３．道路運送車両法上の自動車の種別に「大型自動車」は含まれないため誤りである。４．使用停止命令に伴う番号標・封印の取扱いに関する記述として正しい。,道路運送車両法上の自動車の種別に「大型自動車」は含まれないため誤りである。,1:登録自動車は登録を受けなければ運行の用に供してはならない。 選択肢（1）「自動車（軽自動車、小型特殊自動車及び二輪の小型自動車を除く。）は、自動車登録ファイルに登録を受けたものでなければ、これを運行の用に供してはならな…」は本問の正答（3）とは異なるため不適です。;2:（2）「臨時運行の許可を受けた自動車を運行の用に供する場合には、臨時運行許可番号標及びこれに記載された番号を見やすいように表示し、かつ、臨時運行許可証を備え付けなければ…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「道路運送車両法に規定する自動車の種別は、自動車の大きさ及び構造並びに原動機の種類及び総排気量又は定格出力を基準として定められ、その別は大型自動車、普通自動車、小…」です。問題文の条件（自動車の登録等に関する次の記述のうち、誤っているものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「登録自動車の所有者は、当該自動車の使用者が道路運送車両法の規定により自動車の使用の停止を命ぜられ、同法の規定により自動車検査証を返納したときは、遅滞なく、当該自…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「道路運送車両法に規定する自動車の種別は、自動車の大きさ及び構造並びに原動機の種類及び総排気量又は定格出力を基準として定められ、その別は大型自動車、普通自動車、小…」です。問題文の条件（自動車の登録等に関する次の記述のうち、誤っているものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。,,
20091,平成21年度 第1回,10,single,道路運送車両法関係,,道路運送車両法第46条に定める「保安基準の原則」に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の組合せとして、正しいものはどれか。自動車の構造及び自動車の装置等に関する（Ａ）又は公害防止その他の環境保全上の技術基準（「保安基準」という。）は、道路運送車両の構造及び装置が（Ｂ）に十分堪え、操縦その他の使用のための作業に（Ｃ）であるとともに、通行人その他に危害を与えないことを確保するものでなければならず、かつ、これにより製作者又は使用者に対し、自動車の製作又は使用について（Ｄ）な制限を課することとなるものであってはならない。Ａ Ｂ Ｃ Ｄ,,,,,,整備上 運行 容易 不当,保安上 衝撃 容易 過度,保安上 運行 安全 不当,整備上 衝撃 安全 過度,,,,,3,FALSE,FALSE,,保安基準は、自動車の構造及び装置等に関する保安上又は環境保全上の技術基準であり、道路運送車両の構造及び装置が運行に十分堪え、操縦その他の使用作業に安全であることを確保するものである。また、製作者又は使用者に不当な制限を課すものであってはならない。,保安基準は、自動車の構造及び装置等に関する保安上又は環境保全上の技術基準であり、道路運送車両の構造及び装置が運行に十分堪え、操縦その他の使用作業に安全であることを確保するものである。また、製作者又は使用者に不当な制限を課すものであってはならない。,保安基準は、自動車の構造及び装置等に関する保安上又は環境保全上の技術基準であり、道路運送車両の構造及び装置が運行に十分堪え、操縦その他の使用作業に安全であることを確保するものである。また、製作者又は使用者に不当な制限を課すものであってはならない。,1:（1）「整備上 運行 容易 不当」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「保安上 運行 安全 不当」です。問題文の条件（道路運送車両法第46条に定める「保安基準の原則」に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「保安上 衝撃 容易 過度」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「保安上 運行 安全 不当」です。問題文の条件（道路運送車両法第46条に定める「保安基準の原則」に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「整備上 衝撃 安全 過度」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（3）「保安上 運行 安全 不当」です。問題文の条件（道路運送車両法第46条に定める「保安基準の原則」に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の…）と照らし、設問が問う論点に合う肢を選び直してください。,,
20091,平成21年度 第1回,11,single,道路運送車両法関係,,自動車の点検整備等に関する次の記述のうち、誤っているものはどれか。,,,,,,事業用自動車の使用者は、ホイール・ナット及びホイール・ボルトの緩みについて、３ヵ月ごとに国土交通省令で定める技術上の基準により自動車を点検しなければならない。,何人も、道路運送車両法第54条の２（整備命令等）の規定によりはり付けられた整備命令標章を破損し、又は汚損してはならず、また、同法の規定による命令を取り消された後でなければこれを取り除いてはならない。,事業用自動車の使用者又は事業用自動車を運行する者は、国土交通省令で定める技術上の基準により、１日１回、その運行の開始前において、灯火装置の点灯、制動装置の作動その他の日常的に点検すべき事項について、目視等により自動車を点検しなければならない。,貨物自動車運送事業者は、整備管理者を選任したときは、その日から30日以内に、地方運輸局長にその旨を届け出なければならない。これを変更したときも同様である。,,,,,4,FALSE,FALSE,,１．ホイール・ナット及びホイール・ボルトの緩みは定期点検項目である。２．整備命令標章の破損・汚損等の禁止に関する記述として正しい。３．事業用自動車の日常点検は、１日１回、運行開始前に目視等で行う。４．整備管理者を選任したときの届出は15日以内であり、30日以内ではないため誤りである。,１．ホイール・ナット及びホイール・ボルトの緩みは定期点検項目である。２．整備命令標章の破損・汚損等の禁止に関する記述として正しい。３．事業用自動車の日常点検は、１日１回、運行開始前に目視等で行う。４．整備管理者を選任したときの届出は15日以内であり、30日以内ではないため誤りである。,整備管理者を選任したときの届出は15日以内であり、30日以内ではないため誤りである。,1:ホイール・ナット及びホイール・ボルトの緩みは定期点検項目である。 選択肢（1）「事業用自動車の使用者は、ホイール・ナット及びホイール・ボルトの緩みについて、３ヵ月ごとに国土交通省令で定める技術上の基準により自動車を点検しなけ…」は本問の正答（4）とは異なるため不適です。;2:（2）「何人も、道路運送車両法第54条の２（整備命令等）の規定によりはり付けられた整備命令標章を破損し、又は汚損してはならず、また、同法の規定による命令を取り消された後…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「貨物自動車運送事業者は、整備管理者を選任したときは、その日から30日以内に、地方運輸局長にその旨を届け出なければならない。これを変更したときも同様である。」です。問題文の条件（自動車の点検整備等に関する次の記述のうち、誤っているものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。;3:事業用自動車の日常点検は、１日１回、運行開始前に目視等で行う。 選択肢（3）「事業用自動車の使用者又は事業用自動車を運行する者は、国土交通省令で定める技術上の基準により、１日１回、その運行の開始前において、灯火装置の点灯、…」は本問の正答（4）とは異なるため不適です。,,
20091,平成21年度 第1回,12,single,道路運送車両法関係,,道路運送車両の保安基準に関する次の記述のうち、誤っているものはどれか。,,,,,,貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものの原動機には、自動車が時速100キロメートルを超えて走行しないよう燃料の供給を調整し、かつ、自動車の速度の制御を円滑に行うことができるものとして、告示で定める基準に適合する速度抑制装置を備えなければならない。,停止表示器材は、夜間200メートルの距離から走行用前照灯で照射した場合にその反射光を照射位置から確認できるものなど告示で定める基準に適合するものでなければならない。,貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものには、24時間以上の継続した時間内における当該自動車の瞬間速度等を自動的に記録することができるなど告示で定める基準に適合する運行記録計を備えなければならない。,方向指示器は、自動車が右左折又は進路の変更をすることを他の交通に示すことができ、かつ、その照射光線が他の交通を妨げないものとして、灯光の色、明るさ等に関し告示で定める基準に適合するものでなければならない。,,,,,1,FALSE,FALSE,,１．一定の大型貨物自動車に必要な速度抑制装置は、時速90キロメートルを超えて走行しないようにするものである。100キロメートルとする点が誤りである。２．停止表示器材の反射性能に関する記述として正しい。３．一定の大型貨物自動車に運行記録計を備える必要がある。４．方向指示器の基準に関する記述として正しい。,１．一定の大型貨物自動車に必要な速度抑制装置は、時速90キロメートルを超えて走行しないようにするものである。100キロメートルとする点が誤りである。２．停止表示器材の反射性能に関する記述として正しい。３．一定の大型貨物自動車に運行記録計を備える必要がある。４．方向指示器の基準に関する記述として正しい。,一定の大型貨物自動車に必要な速度抑制装置は、時速90キロメートルを超えて走行しないようにするものである。100キロメートルとする点が誤りである。,2:（2）「停止表示器材は、夜間200メートルの距離から走行用前照灯で照射した場合にその反射光を照射位置から確認できるものなど告示で定める基準に適合するものでなければならな…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものの原動機には、自動車が時速100キロメートルを超えて走行しないよ…」です。問題文の条件（道路運送車両の保安基準に関する次の記述のうち、誤っているものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。;3:一定の大型貨物自動車に運行記録計を備える必要がある。 選択肢（3）「貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものには、24時間以上の継続した時間内における当該自…」は本問の正答（1）とは異なるため不適です。;4:（4）「方向指示器は、自動車が右左折又は進路の変更をすることを他の交通に示すことができ、かつ、その照射光線が他の交通を妨げないものとして、灯光の色、明るさ等に関し告示で…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（1）「貨物の運送の用に供する普通自動車であって、車両総重量が８トン以上又は最大積載量が５トン以上のものの原動機には、自動車が時速100キロメートルを超えて走行しないよ…」です。問題文の条件（道路運送車両の保安基準に関する次の記述のうち、誤っているものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。,,
20091,平成21年度 第1回,13,single,道路交通法関係,,道路交通法に定める車両（自転車以外の軽車両を除く。）の運転者が行う合図に関する次の記述のうち、誤っているものはどれか。,,,,,,左折し、右折し、転回し、徐行し、停止し、後退し、又は同一方向に進行しながら進路を変えるときは、手、方向指示器又は灯火により合図をし、かつ、これらの行為を終わるまで当該合図を継続しなければならない。,同一方向に進行しながら進路を左方又は右方に変えるときの合図を行う時期は、その行為をしようとする時の３秒前のときである。,徐行し、又は停止するときの合図を行う時期は、その行為をしようとするときである。,左折又は右折するときの合図を行う時期は、その行為をしようとする時（交差点においてその行為をする場合にあっては、当該交差点の手前の側端に達する時）の３秒前のときである。,,,,,4,FALSE,FALSE,,１．左折・右折・転回・徐行・停止・後退・進路変更時には合図し、行為が終わるまで継続する。２．進路変更の合図時期は３秒前である。３．徐行又は停止の合図時期は、その行為をしようとするときである。４．左折又は右折の合図時期は、原則として30メートル手前であり、３秒前ではないため誤りである。,１．左折・右折・転回・徐行・停止・後退・進路変更時には合図し、行為が終わるまで継続する。２．進路変更の合図時期は３秒前である。３．徐行又は停止の合図時期は、その行為をしようとするときである。４．左折又は右折の合図時期は、原則として30メートル手前であり、３秒前ではないため誤りである。,左折又は右折の合図時期は、原則として30メートル手前であり、３秒前ではないため誤りである。,1:左折・右折・転回・徐行・停止・後退・進路変更時には合図し、行為が終わるまで継続する。;2:進路変更の合図時期は３秒前である。 選択肢（2）「同一方向に進行しながら進路を左方又は右方に変えるときの合図を行う時期は、その行為をしようとする時の３秒前のときである。」は本問の正答（4）とは異なるため不適です。;3:徐行又は停止の合図時期は、その行為をしようとするときである。 選択肢（3）「徐行し、又は停止するときの合図を行う時期は、その行為をしようとするときである。」は本問の正答（4）とは異なるため不適です。,,
20091,平成21年度 第1回,14,single,道路交通法関係,,道路交通法に定める徐行及び一時停止に関する次の記述のうち、誤っているものはどれか。,,,,,,車両等は、横断歩道等によりその進路の前方を横断し、又は横断しようとする歩行者等があるときは、当該横断歩道等の直前で徐行し、かつ、その通行を妨げないようにしなければならない。,車両等は、横断歩道等（法令で定めるものを除く。）又はその手前の直前で停止している車両等がある場合において、当該停止している車両等の側方を通過してその前方に出ようとするときは、その前方に出る前に一時停止しなければならない。,車両は、歩道と車道の区別のない道路を通行する場合その他の場合において、歩行者の側方を通過するときは、これとの間に安全な間隔を保ち、又は徐行しなければならない。,車両は、道路外の施設又は場所に出入りするためやむを得ない場合において歩道等を横断するとき、又は、法令の規定により歩道等で停車し、若しくは駐車するため必要な限度において歩道等を通行するときは、歩道等に入る直前で一時停止し、かつ、歩行者の通行を妨げないようにしなければならない。,,,,,1,FALSE,FALSE,,１．横断歩道等を横断し、又は横断しようとする歩行者等があるときは、直前で一時停止し、通行を妨げてはならない。徐行とする点が誤りである。２．横断歩道等の手前で停止している車両の側方を通過して前方に出るときは、一時停止が必要である。３．歩行者の側方通過時は安全間隔保持又は徐行が必要である。４．歩道等を横断する際は直前で一時停止し、歩行者を妨げてはならない。,１．横断歩道等を横断し、又は横断しようとする歩行者等があるときは、直前で一時停止し、通行を妨げてはならない。徐行とする点が誤りである。２．横断歩道等の手前で停止している車両の側方を通過して前方に出るときは、一時停止が必要である。３．歩行者の側方通過時は安全間隔保持又は徐行が必要である。４．歩道等を横断する際は直前で一時停止し、歩行者を妨げてはならない。,横断歩道等を横断し、又は横断しようとする歩行者等があるときは、直前で一時停止し、通行を妨げてはならない。徐行とする点が誤りである。,2:横断歩道等の手前で停止している車両の側方を通過して前方に出るときは、一時停止が必要である。;3:歩行者の側方通過時は安全間隔保持又は徐行が必要である。 選択肢（3）「車両は、歩道と車道の区別のない道路を通行する場合その他の場合において、歩行者の側方を通過するときは、これとの間に安全な間隔を保ち、又は徐行しなけ…」は本問の正答（1）とは異なるため不適です。;4:歩道等を横断する際は直前で一時停止し、歩行者を妨げてはならない。 選択肢（4）「車両は、道路外の施設又は場所に出入りするためやむを得ない場合において歩道等を横断するとき、又は、法令の規定により歩道等で停車し、若しくは駐車する…」は本問の正答（1）とは異なるため不適です。,,
20091,平成21年度 第1回,15,single,道路交通法関係,,道路交通法に定める過労運転の防止に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の組合せとして、正しいものはどれか。車両の運転者が過労運転等の禁止の規定に違反して過労により（Ａ）運転ができないおそれがある状態で車両を運転する行為を当該車両の使用者（当該車両の運転者であるものを除く。）の業務に関してした場合において、当該過労運転に係る車両の使用者が当該車両につき過労運転を防止するため必要な（Ｂ）を行っていると認められないときは、当該車両の使用の本拠の位置を管轄する公安委員会は、当該車両の使用者に対し、過労運転が行われることのないよう運転者に指導し又は（Ｃ）することその他過労運転を防止するため必要な措置をとることを（Ｄ）することができる。Ａ Ｂ Ｃ Ｄ,,,,,,継続して 車両の管理 助言 勧告,正常な 運行の管理 助言 指示,継続して 運行の管理 通告 指示,正常な 車両の管理 通告 勧告,,,,,2,FALSE,FALSE,,過労運転等の禁止では、過労により正常な運転ができないおそれがある状態での運転が問題となる。使用者が過労運転防止のため必要な運行の管理を行っていないと認められる場合、公安委員会は、運転者に指導し又は助言することその他必要な措置をとることを指示できる。したがってＡ正常な、Ｂ運行の管理、Ｃ助言、Ｄ指示が正しい。,過労運転等の禁止では、過労により正常な運転ができないおそれがある状態での運転が問題となる。使用者が過労運転防止のため必要な運行の管理を行っていないと認められる場合、公安委員会は、運転者に指導し又は助言することその他必要な措置をとることを指示できる。したがってＡ正常な、Ｂ運行の管理、Ｃ助言、Ｄ指示が正しい。,過労運転等の禁止では、過労により正常な運転ができないおそれがある状態での運転が問題となる。使用者が過労運転防止のため必要な運行の管理を行っていないと認められる場合、公安委員会は、運転者に指導し又は助言することその他必要な措置をとることを指示できる。したがってＡ正常な、Ｂ運行の管理、Ｃ助言、Ｄ指示が正しい。,1:（1）「継続して 車両の管理 助言 勧告」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「正常な 運行の管理 助言 指示」です。問題文の条件（道路交通法に定める過労運転の防止に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の組合せとして、正…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「継続して 運行の管理 通告 指示」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「正常な 運行の管理 助言 指示」です。問題文の条件（道路交通法に定める過労運転の防止に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の組合せとして、正…）と照らし、設問が問う論点に合う肢を選び直してください。;4:（4）「正常な 車両の管理 通告 勧告」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「正常な 運行の管理 助言 指示」です。問題文の条件（道路交通法に定める過労運転の防止に関する次の文中、Ａ・Ｂ・Ｃ・Ｄに入るべき字句の組合せとして、正…）と照らし、設問が問う論点に合う肢を選び直してください。,,
20091,平成21年度 第1回,16,single,道路交通法関係,,道路交通法の規定に基づき、交通事故を起こした場所を管轄する警察署長が行う運転免許の効力の仮停止（以下「仮停止」という。）に関する次の記述のうち、誤っているものはどれか。,,,,,,自動車等の運転者が交通事故を起こして人を死亡させ、又は傷つけた場合において、道路交通法第72条（交通事故の場合の措置）第１項前段の規定（直ちに車両等の運転を停止して、負傷者を救護し、道路における危険を防止する等必要な措置を講じること。）に違反したときは、その者に対し、仮停止をすることができる。,運転免許を受けた者に対し仮停止をしたときは、当該処分をした日から起算して５日以内に、当該処分を受けた者に対し弁明の機会を与えなければならない。,運転免許を受けた者に対し仮停止をするときの期間は、当該交通事故を起こした日から起算して90日を経過する日を終期とする日までとする。,道路交通法第65条（酒気帯び運転等の禁止）第１項の規定（何人も、酒気を帯びて車両等を運転してはならない。）に違反して自動車等を運転した者で、その運転をした場合において酒に酔った状態にあったものが、交通事故を起こして人を死亡させ、又は傷つけたときは、その者に対し、仮停止をすることができる。,,,,,3,FALSE,FALSE,,１．救護義務違反を伴う死傷事故では仮停止の対象となる。２．仮停止をした場合、５日以内に弁明の機会を与える必要がある。３．仮停止期間は、処分をした日から起算して一定期間を終期とするものであり、事故日から90日経過日までとする記述は誤りである。４．酒酔い運転で死傷事故を起こした場合は仮停止の対象となる。,１．救護義務違反を伴う死傷事故では仮停止の対象となる。２．仮停止をした場合、５日以内に弁明の機会を与える必要がある。３．仮停止期間は、処分をした日から起算して一定期間を終期とするものであり、事故日から90日経過日までとする記述は誤りである。４．酒酔い運転で死傷事故を起こした場合は仮停止の対象となる。,仮停止期間は、処分をした日から起算して一定期間を終期とするものであり、事故日から90日経過日までとする記述は誤りである。,1:救護義務違反を伴う死傷事故では仮停止の対象となる。 選択肢（1）「自動車等の運転者が交通事故を起こして人を死亡させ、又は傷つけた場合において、道路交通法第72条（交通事故の場合の措置）第１項前段の規定（直ちに車…」は本問の正答（3）とは異なるため不適です。;2:仮停止をした場合、５日以内に弁明の機会を与える必要がある。 選択肢（2）「運転免許を受けた者に対し仮停止をしたときは、当該処分をした日から起算して５日以内に、当該処分を受けた者に対し弁明の機会を与えなければならない。」は本問の正答（3）とは異なるため不適です。;4:酒酔い運転で死傷事故を起こした場合は仮停止の対象となる。 選択肢（4）「道路交通法第65条（酒気帯び運転等の禁止）第１項の規定（何人も、酒気を帯びて車両等を運転してはならない。）に違反して自動車等を運転した者で、その…」は本問の正答（3）とは異なるため不適です。,,
20091,平成21年度 第1回,17,single,道路交通法関係,,大型貨物自動車の貨物の積載制限（出発地の警察署長が許可した場合を除く。）及び過積載に関する次の記述のうち、誤っているものはどれか。,,,,,,積載物の高さは、,8メートル（公安委員会が道路又は交通の状況により支障がないと認めて定めるものにあっては,8メートル以上,1メートルを超えない範囲内において公安委員会が定める高さ）から自動車の積載をする場所の高さを減じたものを超えないこと。,積載物の長さは、自動車の長さにその長さの10分の１の長さを加えたものを超えないものとし、積載の方法は、自動車の車体の前後から自動車の長さの10分の１の長さを超えてはみ出さないこと。,自動車の使用者は、その者の業務に関し、自動車の運転者に対し、道路交通法第57条第１項で定める積載物の重量、大きさ、若しくは積載の方法の制限を超えて積載をして運転することを命じ、又は自動車の運転者がこれらの行為をすることを容認してはならない。,公安委員会は、荷主が車両の運転者に対し、過積載をして車両を運転することを要求する違反行為を行った場合において、当該荷主が当該違反を反復して行うおそれがあると認めるときは、内閣府令で定めるところにより、当該荷主に対し、当該違反をしてはならない旨を勧告することができる。,,4,FALSE,FALSE,,１．積載物の高さ制限に関する記述として正しい。２．積載物の長さ及び前後のはみ出し制限に関する記述として正しい。３．使用者が積載制限違反を命じ又は容認することは禁止される。４．荷主に対し過積載要求をしてはならない旨を命ずることができるのは警察署長であり、公安委員会の勧告とする点が誤りである。,１．積載物の高さ制限に関する記述として正しい。２．積載物の長さ及び前後のはみ出し制限に関する記述として正しい。３．使用者が積載制限違反を命じ又は容認することは禁止される。４．荷主に対し過積載要求をしてはならない旨を命ずることができるのは警察署長であり、公安委員会の勧告とする点が誤りである。,荷主に対し過積載要求をしてはならない旨を命ずることができるのは警察署長であり、公安委員会の勧告とする点が誤りである。,1:（1）「積載物の高さは、」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「1メートルを超えない範囲内において公安委員会が定める高さ）から自動車の積載をする場所の高さを減じたものを超えないこと。」です。問題文の条件（大型貨物自動車の貨物の積載制限（出発地の警察署長が許可した場合を除く。）及び過積載に関する次の記…）と照らし、設問が問う論点に合う肢を選び直してください。;2:（2）「8メートル（公安委員会が道路又は交通の状況により支障がないと認めて定めるものにあっては」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「1メートルを超えない範囲内において公安委員会が定める高さ）から自動車の積載をする場所の高さを減じたものを超えないこと。」です。問題文の条件（大型貨物自動車の貨物の積載制限（出発地の警察署長が許可した場合を除く。）及び過積載に関する次の記…）と照らし、設問が問う論点に合う肢を選び直してください。;3:（3）「8メートル以上」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（4）「1メートルを超えない範囲内において公安委員会が定める高さ）から自動車の積載をする場所の高さを減じたものを超えないこと。」です。問題文の条件（大型貨物自動車の貨物の積載制限（出発地の警察署長が許可した場合を除く。）及び過積載に関する次の記…）と照らし、設問が問う論点に合う肢を選び直してください。;5:（5）「積載物の長さは、自動車の長さにその長さの10分の１の長さを加えたものを超えないものとし、積載の方法は、自動車の車体の前後から自動…」は、設問の趣旨では適切な記述・対応に当たることが多いです。本問は「最も不適切なもの」を選ぶ形式のため、正答は（4）「1メートルを超えない範囲内において公安委員会が定める高さ）から自動車の積載をする場所の高さを減じたものを超えない…」です。解説のポイント：１．積載物の高さ制限に関する記述として正しい。２．積載物の長さ及び前後のはみ出し制限に関する記述として正しい。３．使用者が積載制限違反を命じ又は容認することは禁止される。４．荷主に対し過積載要求をしてはならない旨を命ずることができるのは警察…,,
20091,平成21年度 第1回,18,single,労働基準法関係,,労働基準法に関する次の記述のうち、誤っているものはどれか。,,,,,,使用者は、労働者の国籍、信条又は社会的身分を理由として、賃金、労働時間その他の労働条件について、差別的取扱をしてはならない。,使用者は、暴行、脅迫、監禁その他精神又は身体の自由を不当に拘束する手段によって、労働者の意思に反して労働を強制しないように努めなければならない。,労働基準法で定める労働条件の基準は最低のものであるから、労働関係の当事者は、この基準を理由として労働条件を低下させてはならないことはもとより、その向上を図るように努めなければならない。,使用者は、その雇入れの日から起算して６ヵ月間継続勤務し全労働日の８割以上出勤した労働者に対し、継続し、又は分割した10労働日の有給休暇を与えなければならない。,,,,,2,FALSE,FALSE,,１．国籍、信条又は社会的身分を理由とする労働条件の差別的取扱いは禁止される。２．強制労働は禁止されており、「努めなければならない」という努力義務ではないため誤りである。３．労働基準法の基準は最低基準であり、低下させず向上を図るべきことは正しい。４．年次有給休暇は、６ヵ月継続勤務し８割以上出勤した労働者に付与される。,１．国籍、信条又は社会的身分を理由とする労働条件の差別的取扱いは禁止される。２．強制労働は禁止されており、「努めなければならない」という努力義務ではないため誤りである。３．労働基準法の基準は最低基準であり、低下させず向上を図るべきことは正しい。４．年次有給休暇は、６ヵ月継続勤務し８割以上出勤した労働者に付与される。,強制労働は禁止されており、「努めなければならない」という努力義務ではないため誤りである。,1:国籍、信条又は社会的身分を理由とする労働条件の差別的取扱いは禁止される。;3:（3）「労働基準法で定める労働条件の基準は最低のものであるから、労働関係の当事者は、この基準を理由として労働条件を低下させてはならないことはもとより、その向上を図るよう…」は、単独の記述としては法令上妥当な場合がありますが、本問で選ぶべき正答は（2）「使用者は、暴行、脅迫、監禁その他精神又は身体の自由を不当に拘束する手段によって、労働者の意思に反して労働を強制しないように努めなければならない。」です。問題文の条件（労働基準法に関する次の記述のうち、誤っているものはどれか。…）と照らし、設問が問う論点に合う肢を選び直してください。;4:年次有給休暇は、６ヵ月継続勤務し８割以上出勤した労働者に付与される。 選択肢（4）「使用者は、その雇入れの日から起算して６ヵ月間継続勤務し全労働日の８割以上出勤した労働者に対し、継続し、又は分割した10労働日の有給休暇を与えなけ…」は本問の正答（2）とは異なるため不適です。,,
