hub_a,hub_b,kind,similarity,slug_a,slug_b,title_a,title_b
comparisons.csv,numbers.csv,similar,0.889,s41-kon-unkan-kanri-cmp,s41-kon-unkan-kanri-num,運行管理者制度の比較整理（現場応用）,運行管理者制度の数値整理（現場応用）
comparisons.csv,numbers.csv,similar,0.882,s41-kon-shuki-unten-cmp,s41-kon-shuki-unten-num,酒気帯び運転の比較整理（現場応用）,酒気帯び運転の数値整理（現場応用）
comparisons.csv,numbers.csv,similar,0.900,s41-kon-ippan-tokutei-cmp,s41-kon-ippan-tokutei-num,一般貨物と特定貨物の比較整理（現場応用）,一般貨物と特定貨物の数値整理（現場応用）
comparisons.csv,numbers.csv,similar,0.895,s42-kon-unkan-kanri-cmp,s42-kon-unkan-kanri-num,運行管理者制度の比較整理（頻出再整理）,運行管理者制度の数値整理（頻出再整理）
comparisons.csv,numbers.csv,similar,0.889,s42-kon-shuki-unten-cmp,s42-kon-shuki-unten-num,酒気帯び運転の比較整理（頻出再整理）,酒気帯び運転の数値整理（頻出再整理）
comparisons.csv,numbers.csv,similar,0.905,s42-kon-ippan-tokutei-cmp,s42-kon-ippan-tokutei-num,一般貨物と特定貨物の比較整理（頻出再整理）,一般貨物と特定貨物の数値整理（頻出再整理）
comparisons.csv,numbers.csv,similar,0.882,s42-kon-seibi-kanri-cmp,s42-kon-seibi-kanri-num,整備と運行の比較整理（頻出再整理）,整備と運行の数値整理（頻出再整理）
comparisons.csv,numbers.csv,similar,0.882,s42-kon-jigyoyo-kisei-cmp,s42-kon-jigyoyo-kisei-num,事業用規制の比較整理（頻出再整理）,事業用規制の数値整理（頻出再整理）
comparisons.csv,numbers.csv,similar,0.882,s42-kon-sennin-todoke-cmp,s42-kon-sennin-todoke-num,選任と届出の比較整理（頻出再整理）,選任と届出の数値整理（頻出再整理）
comparisons.csv,numbers.csv,similar,0.895,s43-kon-unkan-kanri-cmp,s43-kon-unkan-kanri-num,運行管理者制度の比較整理（ガイド更新）,運行管理者制度の数値整理（ガイド更新）
comparisons.csv,numbers.csv,similar,0.889,s43-kon-shuki-unten-cmp,s43-kon-shuki-unten-num,酒気帯び運転の比較整理（ガイド更新）,酒気帯び運転の数値整理（ガイド更新）
comparisons.csv,numbers.csv,similar,0.905,s43-kon-ippan-tokutei-cmp,s43-kon-ippan-tokutei-num,一般貨物と特定貨物の比較整理（ガイド更新）,一般貨物と特定貨物の数値整理（ガイド更新）
comparisons.csv,numbers.csv,similar,0.882,s43-kon-seibi-kanri-cmp,s43-kon-seibi-kanri-num,整備と運行の比較整理（ガイド更新）,整備と運行の数値整理（ガイド更新）
comparisons.csv,numbers.csv,similar,0.882,s43-kon-jigyoyo-kisei-cmp,s43-kon-jigyoyo-kisei-num,事業用規制の比較整理（ガイド更新）,事業用規制の数値整理（ガイド更新）
comparisons.csv,numbers.csv,similar,0.882,s43-kon-sennin-todoke-cmp,s43-kon-sennin-todoke-num,選任と届出の比較整理（ガイド更新）,選任と届出の数値整理（ガイド更新）
comparisons.csv,numbers.csv,similar,0.889,s44-kon-unkan-kanri-cmp,s44-kon-unkan-kanri-num,運行管理者制度の比較整理（直前総合）,運行管理者制度の数値整理（直前総合）
comparisons.csv,numbers.csv,similar,0.882,s44-kon-shuki-unten-cmp,s44-kon-shuki-unten-num,酒気帯び運転の比較整理（直前総合）,酒気帯び運転の数値整理（直前総合）
comparisons.csv,numbers.csv,similar,0.900,s44-kon-ippan-tokutei-cmp,s44-kon-ippan-tokutei-num,一般貨物と特定貨物の比較整理（直前総合）,一般貨物と特定貨物の数値整理（直前総合）
numbers.csv,numbers.csv,similar,0.889,s31-kon-unkan-kanri-num,s34-kon-unkan-kanri-num,運行管理者制度の数値整理（論点整理）,運行管理者制度の数値整理（頻出整理）
numbers.csv,numbers.csv,similar,0.889,s31-kon-unkan-kanri-num,s35-kon-unkan-kanri-num,運行管理者制度の数値整理（論点整理）,運行管理者制度の数値整理（基礎整理）
numbers.csv,numbers.csv,similar,0.889,s31-kon-unkan-kanri-num,s40-kon-unkan-kanri-num,運行管理者制度の数値整理（論点整理）,運行管理者制度の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.882,s31-kon-shuki-unten-num,s34-kon-shuki-unten-num,酒気帯び運転の数値整理（論点整理）,酒気帯び運転の数値整理（頻出整理）
numbers.csv,numbers.csv,similar,0.882,s31-kon-shuki-unten-num,s35-kon-shuki-unten-num,酒気帯び運転の数値整理（論点整理）,酒気帯び運転の数値整理（基礎整理）
numbers.csv,numbers.csv,similar,0.882,s31-kon-shuki-unten-num,s40-kon-shuki-unten-num,酒気帯び運転の数値整理（論点整理）,酒気帯び運転の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.900,s31-kon-ippan-tokutei-num,s34-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（論点整理）,一般貨物と特定貨物の数値整理（頻出整理）
numbers.csv,numbers.csv,similar,0.900,s31-kon-ippan-tokutei-num,s35-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（論点整理）,一般貨物と特定貨物の数値整理（基礎整理）
numbers.csv,numbers.csv,similar,0.900,s31-kon-ippan-tokutei-num,s40-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（論点整理）,一般貨物と特定貨物の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.889,s32-kon-unkan-kanri-num,s33-kon-unkan-kanri-num,運行管理者制度の数値整理（手続確認）,運行管理者制度の数値整理（数値確認）
numbers.csv,numbers.csv,similar,0.882,s32-kon-shuki-unten-num,s33-kon-shuki-unten-num,酒気帯び運転の数値整理（手続確認）,酒気帯び運転の数値整理（数値確認）
numbers.csv,numbers.csv,similar,0.900,s32-kon-ippan-tokutei-num,s33-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（手続確認）,一般貨物と特定貨物の数値整理（数値確認）
numbers.csv,numbers.csv,similar,0.889,s34-kon-unkan-kanri-num,s35-kon-unkan-kanri-num,運行管理者制度の数値整理（頻出整理）,運行管理者制度の数値整理（基礎整理）
numbers.csv,numbers.csv,similar,0.889,s34-kon-unkan-kanri-num,s37-kon-unkan-kanri-num,運行管理者制度の数値整理（頻出整理）,運行管理者制度の数値整理（試験頻出）
numbers.csv,numbers.csv,similar,0.889,s34-kon-unkan-kanri-num,s40-kon-unkan-kanri-num,運行管理者制度の数値整理（頻出整理）,運行管理者制度の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.973,s34-kon-unkan-kanri-num,s42-kon-unkan-kanri-num,運行管理者制度の数値整理（頻出整理）,運行管理者制度の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.968,s34-kon-tenko-gimu-num,s42-kon-tenko-gimu-num,点呼義務の数値整理（頻出整理）,点呼義務の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.882,s34-kon-shuki-unten-num,s35-kon-shuki-unten-num,酒気帯び運転の数値整理（頻出整理）,酒気帯び運転の数値整理（基礎整理）
numbers.csv,numbers.csv,similar,0.882,s34-kon-shuki-unten-num,s37-kon-shuki-unten-num,酒気帯び運転の数値整理（頻出整理）,酒気帯び運転の数値整理（試験頻出）
numbers.csv,numbers.csv,similar,0.882,s34-kon-shuki-unten-num,s40-kon-shuki-unten-num,酒気帯び運転の数値整理（頻出整理）,酒気帯び運転の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.971,s34-kon-shuki-unten-num,s42-kon-shuki-unten-num,酒気帯び運転の数値整理（頻出整理）,酒気帯び運転の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.968,s34-kon-sokudo-kisei-num,s42-kon-sokudo-kisei-num,速度規制の数値整理（頻出整理）,速度規制の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.900,s34-kon-ippan-tokutei-num,s35-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（頻出整理）,一般貨物と特定貨物の数値整理（基礎整理）
numbers.csv,numbers.csv,similar,0.900,s34-kon-ippan-tokutei-num,s37-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（頻出整理）,一般貨物と特定貨物の数値整理（試験頻出）
numbers.csv,numbers.csv,similar,0.900,s34-kon-ippan-tokutei-num,s40-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（頻出整理）,一般貨物と特定貨物の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.976,s34-kon-ippan-tokutei-num,s42-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（頻出整理）,一般貨物と特定貨物の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.968,s34-kon-unko-kiroku-num,s42-kon-unko-kiroku-num,運行記録の数値整理（頻出整理）,運行記録の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.968,s34-kon-kyukei-kikan-num,s42-kon-kyukei-kikan-num,休息時間の数値整理（頻出整理）,休息時間の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.970,s34-kon-seibi-kanri-num,s42-kon-seibi-kanri-num,整備と運行の数値整理（頻出整理）,整備と運行の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.970,s34-kon-jigyoyo-kisei-num,s42-kon-jigyoyo-kisei-num,事業用規制の数値整理（頻出整理）,事業用規制の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.970,s34-kon-sennin-todoke-num,s42-kon-sennin-todoke-num,選任と届出の数値整理（頻出整理）,選任と届出の数値整理（頻出再整理）
numbers.csv,numbers.csv,similar,0.889,s35-kon-unkan-kanri-num,s40-kon-unkan-kanri-num,運行管理者制度の数値整理（基礎整理）,運行管理者制度の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.882,s35-kon-shuki-unten-num,s40-kon-shuki-unten-num,酒気帯び運転の数値整理（基礎整理）,酒気帯び運転の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.900,s35-kon-ippan-tokutei-num,s40-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（基礎整理）,一般貨物と特定貨物の数値整理（深化整理）
numbers.csv,numbers.csv,similar,0.884,s38-kon-ippan-tokutei-num,s43-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（判例・ガイド）,一般貨物と特定貨物の数値整理（ガイド更新）
numbers.csv,numbers.csv,similar,0.889,s39-kon-unkan-kanri-num,s44-kon-unkan-kanri-num,運行管理者制度の数値整理（横断総合）,運行管理者制度の数値整理（直前総合）
numbers.csv,numbers.csv,similar,0.882,s39-kon-shuki-unten-num,s44-kon-shuki-unten-num,酒気帯び運転の数値整理（横断総合）,酒気帯び運転の数値整理（直前総合）
numbers.csv,numbers.csv,similar,0.900,s39-kon-ippan-tokutei-num,s44-kon-ippan-tokutei-num,一般貨物と特定貨物の数値整理（横断総合）,一般貨物と特定貨物の数値整理（直前総合）
mistakes.csv,mistakes.csv,similar,0.889,s31-kon-unkan-kanri-mis,s34-kon-unkan-kanri-mis,運行管理者制度の典型誤答（論点整理）,運行管理者制度の典型誤答（頻出整理）
mistakes.csv,mistakes.csv,similar,0.889,s31-kon-unkan-kanri-mis,s35-kon-unkan-kanri-mis,運行管理者制度の典型誤答（論点整理）,運行管理者制度の典型誤答（基礎整理）
mistakes.csv,mistakes.csv,similar,0.889,s31-kon-unkan-kanri-mis,s40-kon-unkan-kanri-mis,運行管理者制度の典型誤答（論点整理）,運行管理者制度の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.882,s31-kon-shuki-unten-mis,s34-kon-shuki-unten-mis,酒気帯び運転の典型誤答（論点整理）,酒気帯び運転の典型誤答（頻出整理）
mistakes.csv,mistakes.csv,similar,0.882,s31-kon-shuki-unten-mis,s35-kon-shuki-unten-mis,酒気帯び運転の典型誤答（論点整理）,酒気帯び運転の典型誤答（基礎整理）
mistakes.csv,mistakes.csv,similar,0.882,s31-kon-shuki-unten-mis,s40-kon-shuki-unten-mis,酒気帯び運転の典型誤答（論点整理）,酒気帯び運転の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.900,s31-kon-ippan-tokutei-mis,s34-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（論点整理）,一般貨物と特定貨物の典型誤答（頻出整理）
mistakes.csv,mistakes.csv,similar,0.900,s31-kon-ippan-tokutei-mis,s35-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（論点整理）,一般貨物と特定貨物の典型誤答（基礎整理）
mistakes.csv,mistakes.csv,similar,0.900,s31-kon-ippan-tokutei-mis,s40-kon-ippan-tokutei-mis,一般貨物と特定貨物の典型誤答（論点整理）,一般貨物と特定貨物の典型誤答（深化整理）
mistakes.csv,mistakes.csv,similar,0.889,s32-kon-unkan-kanri-mis,s33-kon-unkan-kanri-mis,運行管理者制度の典型誤答（手続確認）,運行管理者制度の典型誤答（数値確認）
